genre_name,coordinate_top,coordinate_left,estimated_mood
coptic hymn,17943,503,Atmospheric/Calm
marrabenta,11167,982,Atmospheric/Calm
belgian death metal,7964,160,Deep/Acoustic
irish black metal,10672,64,Deep/Acoustic
latvian electronic,1839,1153,Atmospheric/Calm
cuatro puertorriqueno,14156,986,Atmospheric/Calm
spanish post-rock,9069,266,Deep/Acoustic
italian contemporary classical,21328,394,Deep/Acoustic
deep hardtechno,921,758,Atmospheric/Calm
tuna universitaria,15926,599,Atmospheric/Calm
neo-manele,5474,979,Atmospheric/Calm
finnish choir,22180,158,Deep/Acoustic
greek techno,945,1180,Atmospheric/Calm
uk post-metal,9855,108,Deep/Acoustic
vintage country folk,20894,984,Atmospheric/Calm
japanese dub,4369,1000,Atmospheric/Calm
qanun,16952,810,Atmospheric/Calm
trikiti,12760,1019,Atmospheric/Calm
latin surf rock,7645,398,Deep/Acoustic
japanese orchestra,18381,216,Deep/Acoustic
alternative metalcore,6702,325,Deep/Acoustic
italogaze,6977,188,Deep/Acoustic
australian classical piano,21852,517,Atmospheric/Calm
nz alternative rock,8062,348,Deep/Acoustic
guitar case,7399,639,Atmospheric/Calm
metal gaucho,7707,220,Deep/Acoustic
derry indie,11808,479,Atmospheric/Calm
lowlands hardcore,10293,231,Deep/Acoustic
chamame brasilero,10307,911,Atmospheric/Calm
ritual ambient,13881,192,Deep/Acoustic
chinese post-rock,11538,380,Deep/Acoustic
french post-rock,9749,255,Deep/Acoustic
classic australian country,14798,881,Atmospheric/Calm
yoik,15529,526,Atmospheric/Calm
german orchestra,21608,291,Deep/Acoustic
classical clarinet,20310,683,Atmospheric/Calm
russian contemporary classical,21656,335,Deep/Acoustic
galician indie,9217,559,Atmospheric/Calm
dub poetry,8152,1237,Atmospheric/Calm
dortmund indie,4964,501,Atmospheric/Calm
brno indie,12265,604,Atmospheric/Calm
myanmar gospel,12227,471,Atmospheric/Calm
ugandan hip hop,10932,1088,Atmospheric/Calm
pops orchestra,18790,296,Deep/Acoustic
belgian post-rock,10724,327,Deep/Acoustic
baroque ensemble,20468,298,Deep/Acoustic
norwegian folk,19696,449,Atmospheric/Calm
russian orchestra,21328,258,Deep/Acoustic
gaita,11718,275,Deep/Acoustic
mexican techno,1035,1166,Atmospheric/Calm
swedish fiddle,19930,392,Deep/Acoustic
macedonian electronic,933,1237,Atmospheric/Calm
italian doom metal,10030,127,Deep/Acoustic
yakut pop,6277,851,Atmospheric/Calm
brockton hip hop,11980,1023,Atmospheric/Calm
nz punk,8578,283,Deep/Acoustic
irish fiddle,19036,736,Atmospheric/Calm
finnish experimental,11343,588,Atmospheric/Calm
coldwave,4734,566,Atmospheric/Calm
portsmouth indie,8249,447,Atmospheric/Calm
romanian metal,8135,187,Deep/Acoustic
french renaissance,21401,342,Deep/Acoustic
sarod,19375,837,Atmospheric/Calm
fort wayne indie,10158,484,Atmospheric/Calm
turkish death metal,8049,156,Deep/Acoustic
volkstumliche musik,6265,799,Atmospheric/Calm
firenze indie,8595,481,Atmospheric/Calm
canadian classical piano,21946,576,Atmospheric/Calm
musica sergipana,10081,729,Atmospheric/Calm
indonesian neo-psychedelia,8583,358,Deep/Acoustic
keller synth,13939,124,Deep/Acoustic
cifteli,14601,739,Atmospheric/Calm
gothic doom,8503,253,Deep/Acoustic
tarantella,10880,680,Atmospheric/Calm
drama,16511,1377,Atmospheric/Calm
finnish hardcore,10746,249,Deep/Acoustic
quebec hardcore,7768,231,Deep/Acoustic
swedish emo,9786,185,Deep/Acoustic
swedish contemporary classical,21060,229,Deep/Acoustic
rap toscana,7471,990,Atmospheric/Calm
sotalaulut,15796,753,Atmospheric/Calm
deep filthstep,2623,726,Atmospheric/Calm
deep eurodance,2601,949,Atmospheric/Calm
brass band brasileiro,11243,895,Atmospheric/Calm
modern chamber music,19579,481,Atmospheric/Calm
south african punk,6049,724,Atmospheric/Calm
medimeisterschaften,3840,1007,Atmospheric/Calm
indie poblano,9303,528,Atmospheric/Calm
trondheim indie,9896,408,Atmospheric/Calm
israeli punk,6989,312,Deep/Acoustic
dutch underground hip hop,11889,1004,Atmospheric/Calm
chinese reggae,4074,977,Atmospheric/Calm
isle of man indie,13380,524,Atmospheric/Calm
magyar musicalek,11943,711,Atmospheric/Calm
bernu dziesmas,11317,905,Atmospheric/Calm
radio symphony,21242,283,Deep/Acoustic
decije pesme,10296,1047,Atmospheric/Calm
re:techno,44,1162,Hyper/Electronic
raw black metal,10452,76,Deep/Acoustic
metal paranaense,8800,214,Deep/Acoustic
oulu indie,8836,376,Deep/Acoustic
ancient mediterranean,19082,832,Atmospheric/Calm
ohangla,12986,1045,Atmospheric/Calm
idol game,2452,364,Deep/Acoustic
cello ensemble,21206,225,Deep/Acoustic
indie paraense,8472,744,Atmospheric/Calm
rap alagoano,8384,1071,Atmospheric/Calm
musica prehispanica,12634,795,Atmospheric/Calm
taiwan classical performance,20330,526,Atmospheric/Calm
clawhammer banjo,17154,921,Atmospheric/Calm
romanian punk,6112,512,Atmospheric/Calm
missouri indie,12413,526,Atmospheric/Calm
spanish classical piano,21975,561,Atmospheric/Calm
polish experimental electronic,9515,624,Atmospheric/Calm
italian hardcore,10440,229,Deep/Acoustic
classic latvian pop,14205,772,Atmospheric/Calm
jazz dominicano,13224,982,Atmospheric/Calm
botswana hip hop,11828,1049,Atmospheric/Calm
shib,5606,1079,Atmospheric/Calm
electroacoustic improvisation,16318,384,Deep/Acoustic
west virginia metal,9859,231,Deep/Acoustic
lute,21391,903,Atmospheric/Calm
indie boliviano,7545,739,Atmospheric/Calm
oratory,20047,1157,Atmospheric/Calm
austrian punk,5443,325,Deep/Acoustic
karen pop,9089,832,Atmospheric/Calm
syro-aramaic chant,20000,352,Deep/Acoustic
chill-out trance,3594,630,Atmospheric/Calm
balalaika,18235,700,Atmospheric/Calm
vintage norwegian pop,19316,839,Atmospheric/Calm
kompa chretien,8387,729,Atmospheric/Calm
instrumental death metal,6456,207,Deep/Acoustic
mizo gospel,12154,420,Atmospheric/Calm
bern indie,8424,703,Atmospheric/Calm
san antonio indie,9352,410,Atmospheric/Calm
rap sergipano,10134,1017,Atmospheric/Calm
japanese melodic hardcore,5346,238,Deep/Acoustic
fisarmonica,12772,1011,Atmospheric/Calm
jug band,20514,1038,Atmospheric/Calm
drone rock,13092,127,Deep/Acoustic
post-punk brasileiro,5256,445,Atmospheric/Calm
musica folk asturiana,13022,386,Deep/Acoustic
swedish ebm,989,941,Atmospheric/Calm
french rock-and-roll,14811,686,Atmospheric/Calm
oxford choir,21571,145,Deep/Acoustic
lombok indie,7618,549,Atmospheric/Calm
tamburica,14823,506,Atmospheric/Calm
austrian stoner rock,9623,300,Deep/Acoustic
luxembourgian pop,12535,817,Atmospheric/Calm
modern mod,7075,412,Atmospheric/Calm
reggae boliviano,5051,897,Atmospheric/Calm
tuvan folk,17358,443,Atmospheric/Calm
canadian shoegaze,8407,163,Deep/Acoustic
hong kong tv drama,8460,694,Atmospheric/Calm
chinese new year,8790,703,Atmospheric/Calm
skweee,2557,1242,Atmospheric/Calm
diy pop punk,6309,327,Deep/Acoustic
italian classical piano,21681,576,Atmospheric/Calm
swedish choir,21644,156,Deep/Acoustic
muzica bisericeasca,21975,292,Deep/Acoustic
galway indie,13072,515,Atmospheric/Calm
new england hardcore,10527,220,Deep/Acoustic
rock catracho,8739,515,Atmospheric/Calm
chinese metal,5063,287,Deep/Acoustic
neo-trad prog,9847,302,Deep/Acoustic
iraqi hip hop,11440,1030,Atmospheric/Calm
jazz chileno,16301,756,Atmospheric/Calm
bosstown sound,13552,578,Atmospheric/Calm
japanese black metal,9945,69,Deep/Acoustic
rominimal,73,1500,Hyper/Electronic
ohio hardcore,11478,223,Deep/Acoustic
hungarian contemporary classical,21449,396,Deep/Acoustic
finnish psychedelic rock,11514,238,Deep/Acoustic
rap paraguayo,6200,1130,Atmospheric/Calm
hypertrance,9278,462,Atmospheric/Calm
canzone siciliane,9382,895,Atmospheric/Calm
christian death metal,6778,194,Deep/Acoustic
irish contemporary classical,19633,368,Deep/Acoustic
swazi pop,8038,959,Atmospheric/Calm
australian shoegaze,8668,156,Deep/Acoustic
nubian traditional,13528,887,Atmospheric/Calm
classic ukrainian pop,14427,561,Atmospheric/Calm
staff band,21620,231,Deep/Acoustic
traditional southern folk,19959,1005,Atmospheric/Calm
rock alagoano,6778,559,Atmospheric/Calm
indie sudcaliforniano,8753,758,Atmospheric/Calm
trap kreyol,6954,1128,Atmospheric/Calm
catalan folk,18016,786,Atmospheric/Calm
jazz tico,15275,813,Atmospheric/Calm
russian black metal,8613,50,Deep/Acoustic
ringtone,9326,830,Atmospheric/Calm
danish folk,16745,583,Atmospheric/Calm
singaporean metal,10904,176,Deep/Acoustic
muzica ardeleneasca,17424,571,Atmospheric/Calm
russian choir,22326,88,Deep/Acoustic
cuban electronic,1929,953,Atmospheric/Calm
austrian orchestra,21376,350,Deep/Acoustic
icelandic traditional,18159,549,Atmospheric/Calm
bulgarian folk,18644,362,Deep/Acoustic
kannada indie,7668,915,Atmospheric/Calm
musica piauiense,11667,860,Atmospheric/Calm
kol isha,11369,586,Atmospheric/Calm
terrorcore,1403,815,Atmospheric/Calm
lagu maluku,11393,642,Atmospheric/Calm
houston indie,10048,410,Atmospheric/Calm
rap nortista,12240,1026,Atmospheric/Calm
cathedral choir,22036,71,Deep/Acoustic
folclore portugues,12761,781,Atmospheric/Calm
croatian metal,5468,285,Deep/Acoustic
svensk indie,9315,431,Atmospheric/Calm
paraguayan indie,7631,655,Atmospheric/Calm
musique urbaine brazzaville,10982,1066,Atmospheric/Calm
cumbia funk,13010,1026,Atmospheric/Calm
industrial hardcore,2557,544,Atmospheric/Calm
pilates,16160,372,Deep/Acoustic
armenian indie,11710,528,Atmospheric/Calm
zarzuela,21352,481,Atmospheric/Calm
korean musicals,15400,394,Deep/Acoustic
faroese folk,16832,591,Atmospheric/Calm
libyan hip hop,12264,1062,Atmospheric/Calm
russian power metal,4525,247,Deep/Acoustic
tibetan traditional,18352,499,Atmospheric/Calm
viet edm,3080,845,Atmospheric/Calm
chamber ensemble,21279,348,Deep/Acoustic
polish post-rock,8656,270,Deep/Acoustic
indian ambient,12362,346,Deep/Acoustic
deep hardcore,1870,856,Atmospheric/Calm
belgian punk,5566,264,Deep/Acoustic
new jack smooth,5921,893,Atmospheric/Calm
mountain dulcimer,18586,849,Atmospheric/Calm
pontian folk,16540,607,Atmospheric/Calm
musica campista,9933,650,Atmospheric/Calm
turkish experimental,13404,378,Deep/Acoustic
deep melodic metalcore,6629,268,Deep/Acoustic
arkansas metal,9684,196,Deep/Acoustic
japanese hardcore,10831,194,Deep/Acoustic
wisconsin metal,7420,221,Deep/Acoustic
paracana,12524,576,Atmospheric/Calm
italo beats,977,977,Atmospheric/Calm
dub product,5718,1296,Atmospheric/Calm
pinoy shoegaze,9132,312,Deep/Acoustic
prague indie,8947,526,Atmospheric/Calm
jazz tuba,17224,832,Atmospheric/Calm
norwegian punk,10308,358,Deep/Acoustic
native american black metal,10819,110,Deep/Acoustic
irish flute,18878,581,Atmospheric/Calm
baton rouge indie,10650,443,Atmospheric/Calm
guitarra portuguesa,18101,832,Atmospheric/Calm
tabla,14896,996,Atmospheric/Calm
wuhan indie,9365,466,Atmospheric/Calm
indian violin,18569,788,Atmospheric/Calm
dansk comedy,16482,1115,Atmospheric/Calm
colombian hardcore,7988,291,Deep/Acoustic
horror punk brasileiro,7359,292,Deep/Acoustic
colorado hardcore,9218,231,Deep/Acoustic
new brunswick indie,11808,571,Atmospheric/Calm
chinese post-punk,7436,392,Deep/Acoustic
grisly death metal,8322,147,Deep/Acoustic
indie psychedelic rock,11149,264,Deep/Acoustic
dungeon rap,4466,783,Atmospheric/Calm
swedish grindcore,10526,81,Deep/Acoustic
avant-rock,12498,471,Atmospheric/Calm
colombian electronic,1405,1071,Atmospheric/Calm
vintage french psychedelic,14725,578,Atmospheric/Calm
bulgarian indie,8112,609,Atmospheric/Calm
animegrind,7743,183,Deep/Acoustic
musique mauritanienne,12203,980,Atmospheric/Calm
hungarian classical piano,22423,533,Atmospheric/Calm
neo-industrial rock,2133,449,Atmospheric/Calm
goa psytrance,716,990,Atmospheric/Calm
finnish electronic,3448,961,Atmospheric/Calm
modern electroacoustic,16231,247,Deep/Acoustic
chinese classical,21291,329,Deep/Acoustic
guatemalan metal,9611,232,Deep/Acoustic
musica menorquina,14651,739,Atmospheric/Calm
indie hidalguense,9540,667,Atmospheric/Calm
poetry,16745,1354,Atmospheric/Calm
kinderchor,15926,795,Atmospheric/Calm
tar,19813,753,Atmospheric/Calm
deep jazz fusion,12203,724,Atmospheric/Calm
nagaland indie,8878,744,Atmospheric/Calm
australian thrash metal,9255,258,Deep/Acoustic
italian post-rock,11538,192,Deep/Acoustic
hardingfele,19959,319,Deep/Acoustic
vintage spanish pop,19930,841,Atmospheric/Calm
dechovka,19258,810,Atmospheric/Calm
trekkspill,14168,674,Atmospheric/Calm
south sudanese pop,5854,1081,Atmospheric/Calm
musica ecuatoguineana,11717,1011,Atmospheric/Calm
irish underground rap,11877,959,Atmospheric/Calm
japanese buddhist chant,17651,360,Deep/Acoustic
christian thrash metal,8668,312,Deep/Acoustic
botswana pop,9792,1005,Atmospheric/Calm
historically informed performance,20342,422,Atmospheric/Calm
spanish blues,11106,736,Atmospheric/Calm
american early music,21535,302,Deep/Acoustic
baithak gana,9626,837,Atmospheric/Calm
xenharmonic,20748,396,Deep/Acoustic
neo honky tonk,11679,689,Atmospheric/Calm
indie trujillano,8787,475,Atmospheric/Calm
utah metal,9426,199,Deep/Acoustic
oromo pop,7447,957,Atmospheric/Calm
german shoegaze,7928,225,Deep/Acoustic
metal tico,8873,251,Deep/Acoustic
rock progresivo mexicano,13231,495,Atmospheric/Calm
bahamian folk,17767,1114,Atmospheric/Calm
eastern bloc groove,14291,633,Atmospheric/Calm
greek jazz,16248,705,Atmospheric/Calm
afghan traditional,19153,464,Atmospheric/Calm
gotico brasileiro,4354,414,Atmospheric/Calm
musica rapa nui,12426,799,Atmospheric/Calm
deep full on,701,915,Atmospheric/Calm
vintage swing,20281,1205,Atmospheric/Calm
bengali folk,19024,736,Atmospheric/Calm
candombe,11378,969,Atmospheric/Calm
covertrance,2572,806,Atmospheric/Calm
spanish psychedelic rock,9983,308,Deep/Acoustic
indonesian experimental,13934,384,Deep/Acoustic
santoor,15588,783,Atmospheric/Calm
belgian stoner rock,8644,194,Deep/Acoustic
arab experimental,13886,466,Atmospheric/Calm
dragspel,15171,813,Atmospheric/Calm
abstractro,14524,198,Deep/Acoustic
caucasian classical piano,22363,508,Atmospheric/Calm
irish gaelic folk,20076,596,Atmospheric/Calm
balafon,15851,1082,Atmospheric/Calm
unblack metal,8444,129,Deep/Acoustic
chinese experimental,11759,583,Atmospheric/Calm
javanese gamelan,19930,499,Atmospheric/Calm
garifuna folk,10574,923,Atmospheric/Calm
lai hla,9764,604,Atmospheric/Calm
marcha funebre,17125,133,Deep/Acoustic
indie hidrocalido,8396,586,Atmospheric/Calm
totalism,16686,352,Deep/Acoustic
spanish baroque,20807,596,Atmospheric/Calm
classic konkani pop,15535,779,Atmospheric/Calm
norwegian blues,12498,736,Atmospheric/Calm
streichquartett,21963,327,Deep/Acoustic
yuri,8212,618,Atmospheric/Calm
belarusian metal,6063,160,Deep/Acoustic
st petersburg fl indie,10638,441,Atmospheric/Calm
musique concrete,19521,425,Atmospheric/Calm
rajasthani folk,16231,736,Atmospheric/Calm
swiss punk,6248,388,Deep/Acoustic
mainland se asia metal,7535,262,Deep/Acoustic
circassian folk,6704,705,Atmospheric/Calm
taiko,15547,1017,Atmospheric/Calm
canadian choir,22072,161,Deep/Acoustic
jazz colombiano,14674,921,Atmospheric/Calm
medieval ensemble,19667,306,Deep/Acoustic
scottish drill,11704,1088,Atmospheric/Calm
indie arequipeno,7124,521,Atmospheric/Calm
minimal synth,4208,739,Atmospheric/Calm
classical flute,20865,414,Atmospheric/Calm
latin american heavy psych,11575,203,Deep/Acoustic
lithuanian folk,11747,718,Atmospheric/Calm
irish trap,6679,969,Atmospheric/Calm
molam,11808,858,Atmospheric/Calm
bolivian metal,7756,304,Deep/Acoustic
grunge revival,6542,257,Deep/Acoustic
classic female blues,21070,1032,Atmospheric/Calm
batswana traditional,10587,941,Atmospheric/Calm
jugendchor,20134,358,Deep/Acoustic
alandsk musik,12758,497,Atmospheric/Calm
muzica maramureseana,16277,694,Atmospheric/Calm
duhovne pjesme,11970,471,Atmospheric/Calm
gaddiyali pop,6111,703,Atmospheric/Calm
min'yo,17125,639,Atmospheric/Calm
rap gasy,8051,1135,Atmospheric/Calm
korean experimental,12746,439,Atmospheric/Calm
australian rockabilly,11667,639,Atmospheric/Calm
aberdeen indie,9835,390,Deep/Acoustic
romanian black metal,9230,94,Deep/Acoustic
thai worship,6818,736,Atmospheric/Calm
israeli traditional,17980,751,Atmospheric/Calm
christian symphonic metal,8098,207,Deep/Acoustic
andalusian classical,17914,533,Atmospheric/Calm
folclore castilla y leon,15485,806,Atmospheric/Calm
folk cantabria,15722,627,Atmospheric/Calm
men's choir,21683,176,Deep/Acoustic
marinera,13417,990,Atmospheric/Calm
himalayan folk,17008,549,Atmospheric/Calm
luxembourgian hip hop,7435,1105,Atmospheric/Calm
raga rock,13527,439,Atmospheric/Calm
trio cubano,17621,1141,Atmospheric/Calm
classical mezzo-soprano,21791,400,Atmospheric/Calm
brazilian rockabilly,9972,542,Atmospheric/Calm
russian death metal,5114,221,Deep/Acoustic
italian screamo,10220,268,Deep/Acoustic
kosovan indie,11132,547,Atmospheric/Calm
brazilian stoner rock,9033,287,Deep/Acoustic
macedonian indie,7694,593,Atmospheric/Calm
garo pop,8497,772,Atmospheric/Calm
nhac thieu nhi,7103,955,Atmospheric/Calm
dutch folk,16010,760,Atmospheric/Calm
cape breton indie,10687,563,Atmospheric/Calm
classical percussion,19170,677,Atmospheric/Calm
rock potiguar,8751,506,Atmospheric/Calm
pinoy traditional,14378,901,Atmospheric/Calm
senegalese traditional,15875,1034,Atmospheric/Calm
classical countertenor,21608,422,Atmospheric/Calm
brazilian contemporary classical,20865,599,Atmospheric/Calm
koto,22034,905,Atmospheric/Calm
bangla gojol,19738,828,Atmospheric/Calm
korean punk,7026,327,Deep/Acoustic
croatian folk,16026,515,Atmospheric/Calm
dombra,16540,992,Atmospheric/Calm
rap potiguar,9681,1051,Atmospheric/Calm
sindhi,11155,864,Atmospheric/Calm
hula,19404,832,Atmospheric/Calm
grim death metal,11636,163,Deep/Acoustic
prank,20134,1263,Atmospheric/Calm
neo-proto,8924,431,Atmospheric/Calm
danish electro,1929,760,Atmospheric/Calm
novos talentos brasileiros,12006,734,Atmospheric/Calm
israeli classical,21559,374,Deep/Acoustic
classical baritone,21632,431,Atmospheric/Calm
rhythm rock,14676,689,Atmospheric/Calm
colombian death metal,11063,161,Deep/Acoustic
german choir,21571,268,Deep/Acoustic
classic assamese pop,16102,734,Atmospheric/Calm
finnish techno,1651,1071,Atmospheric/Calm
zeuhl,14582,447,Atmospheric/Calm
colombian black metal,10978,94,Deep/Acoustic
portuguese contemporary classical,21072,416,Atmospheric/Calm
lagu betawi,10812,868,Atmospheric/Calm
kinnauri pop,3361,837,Atmospheric/Calm
korean classical performance,21340,344,Deep/Acoustic
rock nica,3608,851,Atmospheric/Calm
french classical piano,22375,508,Atmospheric/Calm
otroske pesmice,14564,821,Atmospheric/Calm
dutch punk rock,5928,292,Deep/Acoustic
umea indie,9218,362,Deep/Acoustic
cantonese opera,16014,551,Atmospheric/Calm
dutch contemporary classical,20714,402,Atmospheric/Calm
sinhala edm,2290,911,Atmospheric/Calm
metal noir quebecois,9194,78,Deep/Acoustic
danish hardcore,8909,145,Deep/Acoustic
mising pop,10399,788,Atmospheric/Calm
polynesian traditional,18556,760,Atmospheric/Calm
deep free jazz,18732,659,Atmospheric/Calm
glitter trance,1300,927,Atmospheric/Calm
scottish smallpipe,14553,366,Deep/Acoustic
deep vocal house,1564,933,Atmospheric/Calm
post-punk colombiano,3578,528,Atmospheric/Calm
brass quintet,21157,542,Atmospheric/Calm
canadian contemporary classical,21182,304,Deep/Acoustic
maghreb,14737,697,Atmospheric/Calm
musique peule,13896,945,Atmospheric/Calm
indonesian bamboo,14503,808,Atmospheric/Calm
slc hardcore,9761,232,Deep/Acoustic
rock sergipano,9328,481,Atmospheric/Calm
malawian folk,15045,1004,Atmospheric/Calm
finnish rockabilly,10489,689,Atmospheric/Calm
hakkapop,10601,689,Atmospheric/Calm
portuguese death metal,7162,165,Deep/Acoustic
dutch stoner rock,10917,214,Deep/Acoustic
saxophone trio,15275,689,Atmospheric/Calm
marimba,20923,806,Atmospheric/Calm
vintage finnish jazz,19316,670,Atmospheric/Calm
dhrupad,19024,471,Atmospheric/Calm
western ny metal,8601,183,Deep/Acoustic
euro hi-nrg,1067,913,Atmospheric/Calm
russian jazz,18189,765,Atmospheric/Calm
musica colimense,13697,1005,Atmospheric/Calm
deep northern soul,10967,788,Atmospheric/Calm
indian instrumental rock,10477,319,Deep/Acoustic
minnesota metal,8589,154,Deep/Acoustic
northamptonshire indie,6001,443,Atmospheric/Calm
